"doy","level"
1,3.91808927851729
2,3.91808927851729
3,3.91808927851729
4,3.91808927851729
5,3.91808927851729
6,3.91808927851729
7,3.91808927851729
8,3.91808927851729
9,3.91808927851729
10,3.91808927851729
11,3.91808927851729
12,3.91808927851729
13,3.91808927851729
14,3.91808927851729
15,3.91808927851729
16,3.91808927851729
17,3.91808927851729
18,3.91808927851729
19,3.91808927851729
20,3.91808927851729
21,3.91808927851729
22,3.91808927851729
23,3.91808927851729
24,3.91808927851729
25,4.4425992220939
26,4.4425992220939
27,4.4425992220939
28,4.4425992220939
29,4.4425992220939
30,4.4425992220939
31,4.4425992220939
32,4.4425992220939
33,4.4425992220939
34,4.4425992220939
35,4.4425992220939
36,4.4425992220939
37,4.4425992220939
38,4.4425992220939
39,4.4425992220939
40,4.4425992220939
41,4.4425992220939
42,4.4425992220939
43,4.4425992220939
44,4.4425992220939
45,4.4425992220939
46,4.4425992220939
47,4.4425992220939
48,4.4425992220939
49,4.4425992220939
50,4.4425992220939
51,4.4425992220939
52,4.4425992220939
53,4.4425992220939
54,4.4425992220939
55,4.4425992220939
56,4.4425992220939
57,4.4425992220939
58,4.4425992220939
59,4.4425992220939
60,4.4425992220939
61,4.4425992220939
62,4.4425992220939
63,4.4425992220939
64,4.4425992220939
65,4.96710916567051
66,4.96710916567051
67,4.96710916567051
68,4.96710916567051
69,4.96710916567051
70,4.96710916567051
71,4.96710916567051
72,4.96710916567051
73,4.96710916567051
74,4.96710916567051
75,4.96710916567051
76,4.96710916567051
77,4.96710916567051
78,4.96710916567051
79,4.96710916567051
80,4.96710916567051
81,4.96710916567051
82,4.96710916567051
83,4.96710916567051
84,4.96710916567051
85,4.96710916567051
86,4.96710916567051
87,4.96710916567051
88,4.96710916567051
89,4.96710916567051
90,4.96710916567051
91,0.248355458283526
92,0.248355458283526
93,0.248355458283526
94,0.248355458283526
95,0.248355458283526
96,0.248355458283526
97,0.248355458283526
98,0.248355458283526
99,0.248355458283526
100,0.248355458283526
101,0.248355458283526
102,0.248355458283526
103,0.248355458283526
104,0.248355458283526
105,0.772865401860137
106,0.772865401860137
107,0.772865401860137
108,0.772865401860137
109,0.772865401860137
110,0.772865401860137
111,0.772865401860137
112,0.772865401860137
113,0.772865401860137
114,0.772865401860137
115,0.772865401860137
116,0.772865401860137
117,0.772865401860137
118,0.772865401860137
119,0.772865401860137
120,0.771029617057619
121,0.771029617057619
122,0.771029617057619
123,0.771029617057619
124,0.771029617057619
125,0.771029617057619
126,0.771029617057619
127,0.771029617057619
128,0.771029617057619
129,0.771029617057619
130,0.771029617057619
131,0.771029617057619
132,0.771029617057619
133,0.771029617057619
134,0.771029617057619
135,0.771029617057619
136,0.771029617057619
137,0.771029617057619
138,0.771029617057619
139,0.771029617057619
140,0.771029617057619
141,0.771029617057619
142,0.771029617057619
143,0.771029617057619
144,0.771029617057619
145,0.771029617057619
146,0.771029617057619
147,0.771029617057619
148,0.771029617057619
149,0.771029617057619
150,1.29553956063423
151,1.29553956063423
152,1.29553956063423
153,1.29553956063423
154,1.29553956063423
155,1.29553956063423
156,1.29553956063423
157,1.29553956063423
158,1.29553956063423
159,1.29553956063423
160,1.29553956063423
161,1.29553956063423
162,1.29553956063423
163,1.29553956063423
164,1.29553956063423
165,1.29553956063423
166,1.29553956063423
167,1.29553956063423
168,1.29553956063423
169,1.29553956063423
170,1.29553956063423
171,1.29553956063423
172,1.29553956063423
173,1.29553956063423
174,1.29553956063423
175,1.29553956063423
176,1.29553956063423
177,1.29553956063423
178,1.29553956063423
179,1.29553956063423
180,1.29553956063423
181,1.29553956063423
182,1.29553956063423
183,1.29553956063423
184,1.29553956063423
185,1.29553956063423
186,1.29553956063423
187,1.29553956063423
188,1.29553956063423
189,1.29553956063423
190,1.82004950421084
191,1.82004950421084
192,1.82004950421084
193,1.82004950421084
194,1.82004950421084
195,1.82004950421084
196,1.82004950421084
197,1.82004950421084
198,1.82004950421084
199,1.82004950421084
200,1.82004950421084
201,1.82004950421084
202,1.82004950421084
203,1.82004950421084
204,1.82004950421084
205,1.82004950421084
206,1.82004950421084
207,1.82004950421084
208,1.82004950421084
209,1.82004950421084
210,1.82004950421084
211,1.82004950421084
212,1.82004950421084
213,1.82004950421084
214,1.82004950421084
215,1.82004950421084
216,1.82004950421084
217,1.82004950421084
218,1.82004950421084
219,1.82004950421084
220,1.82004950421084
221,1.82004950421084
222,1.82004950421084
223,1.82004950421084
224,1.82004950421084
225,1.82004950421084
226,1.82004950421084
227,1.82004950421084
228,1.82004950421084
229,1.82004950421084
230,2.34455944778745
231,2.34455944778745
232,2.34455944778745
233,2.34455944778745
234,2.34455944778745
235,2.34455944778745
236,2.34455944778745
237,2.34455944778745
238,2.34455944778745
239,2.34455944778745
240,2.34455944778745
241,2.34455944778745
242,2.34455944778745
243,2.34455944778745
244,2.34455944778745
245,2.34455944778745
246,2.34455944778745
247,2.34455944778745
248,2.34455944778745
249,2.34455944778745
250,2.34455944778745
251,2.34455944778745
252,2.34455944778745
253,2.34455944778745
254,2.34455944778745
255,2.34455944778745
256,2.34455944778745
257,2.34455944778745
258,2.34455944778745
259,2.34455944778745
260,2.34455944778745
261,2.34455944778745
262,2.34455944778745
263,2.34455944778745
264,2.34455944778745
265,2.34455944778745
266,2.34455944778745
267,2.34455944778745
268,2.34455944778745
269,2.34455944778745
270,2.86906939136406
271,2.86906939136406
272,2.86906939136406
273,2.86906939136406
274,2.86906939136406
275,2.86906939136406
276,2.86906939136406
277,2.86906939136406
278,2.86906939136406
279,2.86906939136406
280,2.86906939136406
281,2.86906939136406
282,2.86906939136406
283,2.86906939136406
284,2.86906939136406
285,2.86906939136406
286,2.86906939136406
287,2.86906939136406
288,2.86906939136406
289,2.86906939136406
290,2.86906939136406
291,2.86906939136406
292,2.86906939136406
293,2.86906939136406
294,2.86906939136406
295,2.86906939136406
296,2.86906939136406
297,2.86906939136406
298,2.86906939136406
299,2.86906939136406
300,2.86906939136406
301,2.86906939136406
302,2.86906939136406
303,2.86906939136406
304,2.86906939136406
305,2.86906939136406
306,2.86906939136406
307,2.86906939136406
308,2.86906939136406
309,2.86906939136406
310,3.39357933494067
311,3.39357933494067
312,3.39357933494067
313,3.39357933494067
314,3.39357933494067
315,3.39357933494067
316,3.39357933494067
317,3.39357933494067
318,3.39357933494067
319,3.39357933494067
320,3.39357933494067
321,3.39357933494067
322,3.39357933494067
323,3.39357933494067
324,3.39357933494067
325,3.39357933494067
326,3.39357933494067
327,3.39357933494067
328,3.39357933494067
329,3.39357933494067
330,3.39357933494067
331,3.39357933494067
332,3.39357933494067
333,3.39357933494067
334,3.39357933494067
335,3.39357933494067
336,3.39357933494067
337,3.39357933494067
338,3.39357933494067
339,3.39357933494067
340,3.39357933494067
341,3.39357933494067
342,3.39357933494067
343,3.39357933494067
344,3.39357933494067
345,3.39357933494067
346,3.39357933494067
347,3.39357933494067
348,3.39357933494067
349,3.39357933494067
350,3.91808927851729
351,3.91808927851729
352,3.91808927851729
353,3.91808927851729
354,3.91808927851729
355,3.91808927851729
356,3.91808927851729
357,3.91808927851729
358,3.91808927851729
359,3.91808927851729
360,3.91808927851729
361,3.91808927851729
362,3.91808927851729
363,3.91808927851729
364,3.91808927851729
365,3.91808927851729
